Campaign,Labels,Budget,Budget type,Campaign Type,Networks,Languages,Bid Strategy Type,Bid Strategy Name,Target CPA,Desktop Bid Modifier,Mobile Bid Modifier,Tablet Bid Modifier,TV Screen Bid Modifier,Start Date,End Date,Ad Schedule,Ad rotation,Targeting method,Exclusion method,Flexible Reach,Ad Group,Max CPC,Max CPM,Max CPV,Percent CPC,Target CPM,Target ROAS,Top Content Bid Modifier,Display Network Custom Bid Type,Targeting expansion,Ad Group Type,Audience targeting,Audience grouped,Tracking template,Final URL suffix,Custom parameters,ID,Location,Reach,Feed,Radius,Unit,Bid Modifier,Criterion Type,Keyword,First page bid,Top of page bid,First position bid,Quality score,Landing page experience,Expected CTR,Ad relevance,Final URL,Final mobile URL,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Link Text,Description Line 1,Description Line 2,Upgraded extension,Header,Snippet Values,Callout text,Phone Number,Country of Phone,Conversion Action,Campaign Status,Ad Group Status,Status,Approval Status,Comment
AP | Tree Surgery Template,,15,Daily,Search,Google search,en,Maximize conversions,,0,-10,20,10,,[],[],(Monday[08:00-22:00]);(Tuesday[08:00-22:00]);(Wednesday[08:00-22:00]);(Thursday[08:00-22:00]);(Friday[08:00-22:00]);(Saturday[08:00-22:00]);(Sunday[08:00-22:00]),Optimize for clicks,Location of presence,Location of presence,Audiences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree service,0,0,0,3,Below average,Below average,Above average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree services,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree care,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree services,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree removal near me,0,0,0,3,Average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree trimming service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree trimming near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree care services near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree maintenance,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree company,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree cutter near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree maintenance near me,0,0,0,2,Below average,Below average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree removal service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree trimming service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree care services near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree cutter,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree maintenance,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree cutter,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree company,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree maintenance services,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://racheldownstreesurgery.co.uk,,Responsive search ad,Tree Services,1,Book A Free Consultation Today,-,Expert Led Company,-,Passionate About Tree Health,-,Competitively Priced,-,All Aspects Of Tree Surgery,-,Following British Standards,-,Fully Certified Tree Surgeons,-,Commercial & Domestic Services,-,Tree Surgery Specialists,-,Call Our Friendly Team Today,-,Based In Swansea & South Wales,-,,,,,,,"Commercial And Domestic Tree Surgery, Hedge & Shrub Maintenance In Swansea And South Wales",-,"Services Include Felling, Pruning, Dismantling, Clearing, Trimming And Stump Grinding",-,"At Rachel Downs Tree Surgery We Strive To Be Professional, Reliable And Approachable",-,"Call Or Email Rachel Today For A Free, No Obligation Consultation",-,tree,services,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,Audiences;Genders;Ages;Parental status;Household incomes,Tree Stump Removal,0.01,0.01,,,0.01,,,None,Disabled,Default,Audience segments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,tree stump removal,0,0,0,3,Below average,Below average,Above average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,stump removal service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,tree and stump removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,tree stump grinding,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree stump removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial stump grinding,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,stump grinding near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,stump grinding near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,stump grinding service near me,0,0,0,5,Average,Average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,tree stump grinding near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,stump grinder company near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,stump grinding,0,0,0,5,Below average,Average,Above average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,stump grinder service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial stump grinding,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,stump grinding company,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial stump removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree stump removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial stump removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree grinding service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree stump removal near me,0,0,0,3,Average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,tree stump removal near me,0,0,0,3,Average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial stump grinding near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Exact,tree and stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial stump grinding near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial stump removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Stump Removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://racheldownstreesurgery.co.uk,,Responsive search ad,Tree Stump Grinding & Removal,1,Book A Free Consultation Today,-,Expert Led Company,-,Passionate About Tree Health,-,Competitively Priced,-,All Aspects Of Tree Surgery,-,Following British Standards,-,Fully Certified Tree Surgeons,-,Commercial & Domestic Services,-,Tree Surgery Specialists,-,Call Our Friendly Team Today,-,Based In Swansea & South Wales,-,,,,,,,Professional Stump Grinding And Tree Removal Services From Our Highly Skilled Arborists,-,"Our Services Include Felling, Pruning, Dismantling, Clearing, Trimming And Stump Grinding",-,"At Rachel Downs Tree Surgery We Strive To Be Professional, Reliable And Approachable",-,"Call Or Email Rachel Today For A Free, No Obligation Consultation",-,stump,removal,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045392,"SA8, Wales, United Kingdom",22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045391,"SA18, Wales, United Kingdom",41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045405,"SA4, Wales, United Kingdom",67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045402,"SA15, Wales, United Kingdom",61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045386,"SA11, Wales, United Kingdom",58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045387,"SA10, Wales, United Kingdom",60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045403,"SA14, Wales, United Kingdom",75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,Malta,517000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9046499,"WA6, England, United Kingdom",34000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9180825,"LL43, Wales, United Kingdom",0,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,Afghanistan,2540000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068,Bolivia,7040000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,Seychelles,146000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073553,"SY22, Wales, United Kingdom",12000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9180816,"LL33, Wales, United Kingdom",6000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20341,"Northern Ireland, United Kingdom",1450000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,Armenia,1800000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045364,"CF40, Wales, United Kingdom",34000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,Suriname,368000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9181012,"SA45, Wales, United Kingdom",2000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045376,"CF48, Wales, United Kingdom",76000,,,,,Campaign Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,Enabled,,
